date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2020-11-23,2020,11,23,chokepoint6,Strait of Hormuz,8,9,3,2,35,22,57,141078,436010,7277,4826,601609,589192,1190801,15689
2020-11-24,2020,11,24,chokepoint6,Strait of Hormuz,10,14,5,0,31,29,60,538183,529894,22381,0,731153,1090459,1821612,15692
2020-11-25,2020,11,25,chokepoint6,Strait of Hormuz,12,12,2,1,49,27,76,472875,364393,4586,4110,1168443,845965,2014408,15695
2020-11-26,2020,11,26,chokepoint6,Strait of Hormuz,7,13,0,1,37,21,58,404911,495551,0,0,976617,900462,1877080,15698
2020-11-27,2020,11,27,chokepoint6,Strait of Hormuz,7,14,7,1,49,29,78,451588,461350,67122,0,1634269,980060,2614330,15701
2020-11-28,2020,11,28,chokepoint6,Strait of Hormuz,8,9,3,2,49,22,71,360833,266892,2996,3819,1354624,634541,1989166,15704
2020-11-29,2020,11,29,chokepoint6,Strait of Hormuz,8,8,2,2,38,20,58,533251,68626,994,8171,900213,611044,1511257,15707
2020-11-30,2020,11,30,chokepoint6,Strait of Hormuz,9,14,2,2,40,27,67,508987,552592,39629,0,610431,1101209,1711640,15710
2020-12-01,2020,12,1,chokepoint6,Strait of Hormuz,11,13,6,2,37,32,69,371199,317935,28809,0,1266067,717944,1984011,15713
2020-12-02,2020,12,2,chokepoint6,Strait of Hormuz,14,12,3,2,55,31,86,433677,447072,27250,9523,2466662,917524,3384187,15716
2020-12-03,2020,12,3,chokepoint6,Strait of Hormuz,10,14,4,2,63,30,93,414223,404032,19203,0,3703107,837459,4540567,15717
2020-12-04,2020,12,4,chokepoint6,Strait of Hormuz,11,9,6,4,53,30,83,614478,321447,11141,0,2369792,947067,3316860,15718
2020-12-05,2020,12,5,chokepoint6,Strait of Hormuz,14,6,4,0,49,24,73,439327,321857,8949,0,2829135,770134,3599269,15719
2020-12-06,2020,12,6,chokepoint6,Strait of Hormuz,11,6,3,0,30,20,50,537641,113834,11438,0,1607686,662914,2270600,15720
2020-12-07,2020,12,7,chokepoint6,Strait of Hormuz,6,10,1,0,49,17,66,231196,302028,0,0,1925296,533224,2458520,15721
2020-12-08,2020,12,8,chokepoint6,Strait of Hormuz,13,11,4,1,34,29,63,316126,239061,4751,0,447666,559939,1007606,15722
2020-12-09,2020,12,9,chokepoint6,Strait of Hormuz,7,15,0,0,40,22,62,264137,347331,0,0,1751420,611468,2362888,15724
2020-12-10,2020,12,10,chokepoint6,Strait of Hormuz,11,13,1,1,37,26,63,433495,653980,0,0,1022081,1087475,2109557,15725
2020-12-11,2020,12,11,chokepoint6,Strait of Hormuz,8,10,2,1,46,21,67,334318,308256,0,0,2480190,642575,3122765,15729
2020-12-12,2020,12,12,chokepoint6,Strait of Hormuz,2,13,2,2,39,19,58,131025,457182,3461,4988,1329573,596658,1926231,15732
2020-12-13,2020,12,13,chokepoint6,Strait of Hormuz,7,14,4,2,38,27,65,159618,347691,5229,0,432260,512538,944799,15735
2020-12-14,2020,12,14,chokepoint6,Strait of Hormuz,12,9,0,2,42,23,65,375159,110073,0,5359,915029,490593,1405622,15738
2020-12-15,2020,12,15,chokepoint6,Strait of Hormuz,13,13,2,2,34,30,64,371253,542095,19607,4784,1496545,937741,2434287,15741
2020-12-16,2020,12,16,chokepoint6,Strait of Hormuz,11,19,4,1,36,35,71,494760,583174,4994,0,1418588,1082930,2501518,15744
2020-12-17,2020,12,17,chokepoint6,Strait of Hormuz,9,5,2,1,48,17,65,586844,79440,7001,0,1761503,673286,2434789,15747
2020-12-18,2020,12,18,chokepoint6,Strait of Hormuz,5,17,2,2,33,26,59,337917,454056,1881,0,1098811,793855,1892666,15750
2020-12-19,2020,12,19,chokepoint6,Strait of Hormuz,9,13,4,2,37,28,65,220104,440789,8726,3454,1073779,673075,1746855,15753
2020-12-20,2020,12,20,chokepoint6,Strait of Hormuz,15,9,1,1,43,26,69,539806,147939,0,8102,1437592,695848,2133441,15756
2020-12-21,2020,12,21,chokepoint6,Strait of Hormuz,8,12,2,0,41,22,63,371274,219229,0,0,1724767,590503,2315271,15759
2020-12-22,2020,12,22,chokepoint6,Strait of Hormuz,9,6,2,2,38,19,57,415502,133753,5402,0,1908846,554658,2463505,15762
2020-12-23,2020,12,23,chokepoint6,Strait of Hormuz,14,10,2,3,43,29,72,517607,295206,2200,12539,1993359,827554,2820914,15765
2020-12-24,2020,12,24,chokepoint6,Strait of Hormuz,10,11,1,1,41,23,64,262926,142874,7799,0,943547,413599,1357147,15767
2020-12-25,2020,12,25,chokepoint6,Strait of Hormuz,11,15,6,2,40,34,74,470512,320792,30404,9660,2001170,831369,2832540,15771
2020-12-26,2020,12,26,chokepoint6,Strait of Hormuz,11,5,0,0,54,16,70,190697,105002,0,0,1031176,295700,1326876,15774
2020-12-27,2020,12,27,chokepoint6,Strait of Hormuz,8,9,2,0,41,19,60,323737,186219,25212,0,1419298,535169,1954467,15777
2020-12-28,2020,12,28,chokepoint6,Strait of Hormuz,15,16,0,1,34,32,66,536117,322599,0,6223,497814,864940,1362755,15780
2020-12-29,2020,12,29,chokepoint6,Strait of Hormuz,6,11,2,1,43,20,63,173136,495927,0,2861,1560009,671926,2231935,15783
2020-12-30,2020,12,30,chokepoint6,Strait of Hormuz,11,14,4,4,52,33,85,436582,163772,22494,11233,1510371,634083,2144454,15786
2020-12-31,2020,12,31,chokepoint6,Strait of Hormuz,17,8,3,1,42,29,71,527399,273576,5808,0,2225421,806785,3032206,15789
2021-03-01,2021,3,1,chokepoint6,Strait of Hormuz,15,12,1,2,47,30,77,481444,312995,7036,0,1675706,801476,2477182,14004
2021-03-02,2021,3,2,chokepoint6,Strait of Hormuz,14,16,2,3,40,35,75,442573,477205,12859,6802,2157780,939440,3097220,14406
2021-03-03,2021,3,3,chokepoint6,Strait of Hormuz,13,17,4,1,48,35,83,816708,500439,16124,0,2067718,1333272,3400990,14409
2021-03-04,2021,3,4,chokepoint6,Strait of Hormuz,10,8,4,0,51,22,73,492115,277510,12138,0,2494818,781764,3276583,14411
2021-03-05,2021,3,5,chokepoint6,Strait of Hormuz,11,16,0,1,40,28,68,477260,654620,0,1790,1919734,1133671,3053406,14412
2021-03-06,2021,3,6,chokepoint6,Strait of Hormuz,16,13,6,1,39,36,75,519145,328405,38143,0,2367935,885694,3253630,14413
2021-03-07,2021,3,7,chokepoint6,Strait of Hormuz,5,9,1,2,32,17,49,216107,210318,3548,9664,1311374,439638,1751012,14414
2021-03-08,2021,3,8,chokepoint6,Strait of Hormuz,12,15,4,4,47,35,82,312897,604905,37305,7257,1987096,962365,2949461,14415
2021-03-09,2021,3,9,chokepoint6,Strait of Hormuz,13,16,4,4,53,37,90,268263,442119,11012,13146,2063924,734542,2798466,14416
2021-03-10,2021,3,10,chokepoint6,Strait of Hormuz,6,10,2,0,39,18,57,247803,138044,17467,0,1412578,403315,1815894,14417
2021-03-11,2021,3,11,chokepoint6,Strait of Hormuz,14,9,2,2,60,27,87,693811,359605,20344,7636,4460096,1081398,5541494,14418
2021-03-12,2021,3,12,chokepoint6,Strait of Hormuz,12,13,0,0,46,25,71,503966,580258,0,0,2100366,1084225,3184592,14419
2021-03-13,2021,3,13,chokepoint6,Strait of Hormuz,9,12,4,1,37,26,63,412274,182666,53493,6223,1862449,654657,2517107,14420
2021-03-14,2021,3,14,chokepoint6,Strait of Hormuz,7,9,4,0,42,20,62,179692,343152,3409,0,1603221,526254,2129475,14421
2021-03-15,2021,3,15,chokepoint6,Strait of Hormuz,12,21,1,2,50,36,86,526236,458491,6491,0,2473848,991219,3465067,14422
2021-03-16,2021,3,16,chokepoint6,Strait of Hormuz,15,18,1,2,54,36,90,421382,654346,7610,4214,2787359,1087554,3874913,14423
2021-03-17,2021,3,17,chokepoint6,Strait of Hormuz,16,11,0,1,43,28,71,637342,211996,0,0,2632156,849338,3481495,14424
2021-03-18,2021,3,18,chokepoint6,Strait of Hormuz,11,12,3,0,50,26,76,515242,353321,22115,0,2006358,890678,2897037,14425
2021-03-19,2021,3,19,chokepoint6,Strait of Hormuz,12,15,4,2,50,33,83,369536,578357,66130,2788,2469369,1016813,3486183,14426
2021-03-20,2021,3,20,chokepoint6,Strait of Hormuz,9,19,4,5,39,37,76,271189,537192,31118,6595,2113683,846096,2959780,14427
2021-03-21,2021,3,21,chokepoint6,Strait of Hormuz,10,11,4,0,46,25,71,461001,121452,8940,0,2800964,591394,3392359,14428
2021-03-22,2021,3,22,chokepoint6,Strait of Hormuz,8,10,3,1,46,22,68,306826,327500,17006,0,1590478,651333,2241811,14429
2021-03-23,2021,3,23,chokepoint6,Strait of Hormuz,16,18,3,8,45,45,90,423052,722226,13240,13623,1963706,1172142,3135848,14430
2021-03-24,2021,3,24,chokepoint6,Strait of Hormuz,17,14,1,1,57,33,90,512662,374293,6792,0,3784755,893749,4678504,14431
2021-03-25,2021,3,25,chokepoint6,Strait of Hormuz,17,12,1,2,55,32,87,659647,328327,424,4380,1864153,992780,2856933,14432
2021-03-26,2021,3,26,chokepoint6,Strait of Hormuz,9,9,3,0,37,21,58,355745,224686,16311,0,1284689,596743,1881433,14433
2021-03-27,2021,3,27,chokepoint6,Strait of Hormuz,10,13,3,4,53,30,83,288278,452768,11659,3635,2011605,756341,2767946,14434
2021-03-28,2021,3,28,chokepoint6,Strait of Hormuz,12,13,2,0,46,27,73,524315,443002,14818,0,1839236,982136,2821373,14435
2021-03-29,2021,3,29,chokepoint6,Strait of Hormuz,11,10,7,3,48,31,79,366752,326310,34361,6765,1294486,734191,2028677,14436
2021-03-30,2021,3,30,chokepoint6,Strait of Hormuz,15,14,5,3,59,37,96,524452,588179,18458,9022,2761403,1140112,3901516,14437
2021-03-31,2021,3,31,chokepoint6,Strait of Hormuz,16,16,5,2,53,39,92,507018,458636,4231,5041,1934866,974928,2909794,14438
2021-04-01,2021,4,1,chokepoint6,Strait of Hormuz,20,23,4,0,57,47,104,548680,1081498,38403,0,2321112,1668582,3989695,14439
2021-04-02,2021,4,2,chokepoint6,Strait of Hormuz,11,16,2,1,52,30,82,242031,571476,3857,0,2787221,817366,3604587,14440
2021-04-03,2021,4,3,chokepoint6,Strait of Hormuz,14,15,6,3,67,38,105,335902,661677,84320,4602,4605982,1086503,5692486,14441
2021-04-04,2021,4,4,chokepoint6,Strait of Hormuz,13,12,4,2,58,31,89,333768,289361,26753,0,3091750,649883,3741633,14442
2021-04-05,2021,4,5,chokepoint6,Strait of Hormuz,8,12,2,0,54,22,76,217133,334825,5196,0,2293992,557155,2851148,14443
2021-04-06,2021,4,6,chokepoint6,Strait of Hormuz,13,18,0,2,29,33,62,570019,559101,0,3575,1111124,1132696,2243820,14444
2021-04-07,2021,4,7,chokepoint6,Strait of Hormuz,16,19,0,4,71,39,110,467066,598085,0,3267,3102953,1068419,4171373,14445
2021-04-08,2021,4,8,chokepoint6,Strait of Hormuz,9,16,8,1,66,34,100,198853,622409,65823,0,2987489,887087,3874577,14446
2021-04-09,2021,4,9,chokepoint6,Strait of Hormuz,22,19,3,3,71,47,118,1074431,545978,3948,6132,2667742,1630491,4298233,14447
2021-04-10,2021,4,10,chokepoint6,Strait of Hormuz,10,19,5,2,56,36,92,183785,925986,15634,10794,1614784,1136201,2750985,14448
2021-04-11,2021,4,11,chokepoint6,Strait of Hormuz,13,13,4,1,53,31,84,346068,303119,38989,0,2124659,688177,2812837,14449
2021-04-12,2021,4,12,chokepoint6,Strait of Hormuz,9,15,4,3,43,31,74,357148,383673,8919,10996,2756777,760738,3517515,14450
2021-04-13,2021,4,13,chokepoint6,Strait of Hormuz,10,14,2,2,48,28,76,408819,523240,19717,6038,2582023,957815,3539839,14451
2021-04-14,2021,4,14,chokepoint6,Strait of Hormuz,10,7,4,1,38,22,60,263472,241234,32762,0,1491070,537468,2028538,14452
2021-04-15,2021,4,15,chokepoint6,Strait of Hormuz,17,14,4,2,48,37,85,654382,538352,46147,2177,2525731,1241059,3766791,14453
2021-04-16,2021,4,16,chokepoint6,Strait of Hormuz,17,15,2,2,60,36,96,622172,758540,3821,10550,2847061,1395085,4242146,14454
2021-04-17,2021,4,17,chokepoint6,Strait of Hormuz,19,14,1,0,60,34,94,669090,637372,0,0,3229953,1306462,4536416,14455
2021-04-18,2021,4,18,chokepoint6,Strait of Hormuz,12,21,4,2,50,39,89,292607,665692,13264,0,3120327,971565,4091892,14456
2021-04-19,2021,4,19,chokepoint6,Strait of Hormuz,16,17,4,0,53,37,90,595151,713204,13115,0,2852143,1321471,4173614,14457
2021-04-20,2021,4,20,chokepoint6,Strait of Hormuz,13,19,4,2,63,38,101,406617,819405,26872,0,3946676,1252895,5199571,14458
2021-04-21,2021,4,21,chokepoint6,Strait of Hormuz,20,12,3,10,57,45,102,618164,338667,7696,14610,2496372,979139,3475511,14459
2021-04-22,2021,4,22,chokepoint6,Strait of Hormuz,19,15,5,3,59,42,101,617891,437958,3606,6154,2870567,1065612,3936179,14460
2021-04-23,2021,4,23,chokepoint6,Strait of Hormuz,14,20,2,0,53,36,89,409552,695278,6037,0,2010361,1110868,3121229,14463
2021-04-24,2021,4,24,chokepoint6,Strait of Hormuz,14,27,4,2,59,47,106,293925,1165395,55501,3959,2923971,1518782,4442753,14464
2021-04-25,2021,4,25,chokepoint6,Strait of Hormuz,15,13,3,1,46,32,78,510063,204420,7369,0,2252586,721853,2974439,14465
2021-04-26,2021,4,26,chokepoint6,Strait of Hormuz,11,10,3,3,47,27,74,426677,248425,17236,0,3205697,692339,3898036,14466
2021-04-27,2021,4,27,chokepoint6,Strait of Hormuz,12,17,6,1,46,36,82,397016,388424,104677,0,2409523,890118,3299642,14467
2021-04-28,2021,4,28,chokepoint6,Strait of Hormuz,14,14,1,3,51,32,83,384896,533468,6491,15368,2563039,940224,3503264,14468
2021-04-29,2021,4,29,chokepoint6,Strait of Hormuz,9,11,5,2,41,27,68,294226,216707,71728,12351,1309493,595014,1904507,14469
2021-04-30,2021,4,30,chokepoint6,Strait of Hormuz,17,17,3,0,38,37,75,626039,497547,28218,0,1659277,1151806,2811083,14470
2021-05-01,2021,5,1,chokepoint6,Strait of Hormuz,15,14,5,2,31,36,67,437000,426639,10883,8166,1412972,882689,2295662,14471
2021-05-02,2021,5,2,chokepoint6,Strait of Hormuz,12,11,2,1,56,26,82,278699,343739,9604,0,2398303,632043,3030347,14472
2021-05-03,2021,5,3,chokepoint6,Strait of Hormuz,7,13,2,0,62,22,84,259909,472723,8381,0,2606469,741014,3347483,14473
2021-05-04,2021,5,4,chokepoint6,Strait of Hormuz,11,13,6,6,44,36,80,249411,307554,97008,6959,1558580,660934,2219514,14474
2021-05-05,2021,5,5,chokepoint6,Strait of Hormuz,9,9,1,2,42,21,63,477670,247632,226,7573,2227486,733103,2960589,14475
2021-05-06,2021,5,6,chokepoint6,Strait of Hormuz,12,16,4,1,57,33,90,337472,491540,28335,0,4682992,857348,5540341,14476
2021-05-07,2021,5,7,chokepoint6,Strait of Hormuz,20,13,3,2,60,38,98,738896,521257,16901,0,2528482,1277055,3805538,14477
2021-05-08,2021,5,8,chokepoint6,Strait of Hormuz,11,19,3,2,62,35,97,331367,1099546,17850,0,2563236,1448764,4012000,14478
2021-05-09,2021,5,9,chokepoint6,Strait of Hormuz,11,10,2,1,52,24,76,534774,544117,9692,0,2099726,1088584,3188311,14479
2021-05-10,2021,5,10,chokepoint6,Strait of Hormuz,14,22,2,3,49,41,90,463660,427998,29410,7884,2792393,928954,3721347,14480
2021-05-11,2021,5,11,chokepoint6,Strait of Hormuz,14,24,3,3,57,44,101,327220,710360,8897,3128,3139323,1049607,4188931,14481
2021-05-12,2021,5,12,chokepoint6,Strait of Hormuz,18,21,4,2,57,45,102,749999,796054,29649,8076,3115561,1583779,4699341,14482
2021-05-13,2021,5,13,chokepoint6,Strait of Hormuz,10,13,5,3,70,31,101,180008,424775,37982,6429,3203837,649196,3853034,14483
2021-05-14,2021,5,14,chokepoint6,Strait of Hormuz,17,10,4,1,56,32,88,517991,79262,20627,0,2890749,617880,3508630,14484
2021-05-15,2021,5,15,chokepoint6,Strait of Hormuz,7,7,0,0,46,14,60,238568,366531,0,0,2959467,605100,3564568,14485
2021-05-16,2021,5,16,chokepoint6,Strait of Hormuz,13,15,8,0,43,36,79,544744,649800,49008,0,1699206,1243553,2942759,14486
2021-05-17,2021,5,17,chokepoint6,Strait of Hormuz,11,20,2,4,44,37,81,302786,583538,4726,11258,1644609,902310,2546920,14487
2021-05-18,2021,5,18,chokepoint6,Strait of Hormuz,13,9,4,1,54,27,81,289325,252796,1137,2577,3689787,545837,4235625,14488
2021-05-19,2021,5,19,chokepoint6,Strait of Hormuz,12,15,3,4,51,34,85,326922,536179,7337,12673,2324959,883112,3208072,14489
2021-05-20,2021,5,20,chokepoint6,Strait of Hormuz,10,16,5,2,50,33,83,537662,338004,19427,3367,2931393,898460,3829854,14490
2021-05-21,2021,5,21,chokepoint6,Strait of Hormuz,15,20,4,1,50,40,90,454824,986730,11956,0,2773481,1453511,4226992,14491
2021-05-22,2021,5,22,chokepoint6,Strait of Hormuz,13,17,1,1,57,32,89,320421,1005685,4904,0,2988823,1331012,4319835,14492
2021-05-23,2021,5,23,chokepoint6,Strait of Hormuz,9,10,5,1,55,25,80,262201,258779,43342,5189,2165925,569513,2735439,14493
2021-05-24,2021,5,24,chokepoint6,Strait of Hormuz,13,13,5,4,56,35,91,281378,621791,16465,7159,2436010,926794,3362804,14494
2021-05-25,2021,5,25,chokepoint6,Strait of Hormuz,14,11,2,3,47,30,77,500734,377092,7273,0,2797383,885101,3682485,14495
2021-05-26,2021,5,26,chokepoint6,Strait of Hormuz,13,10,3,2,52,28,80,412962,251914,24859,1910,1712252,691646,2403899,14496
2021-05-27,2021,5,27,chokepoint6,Strait of Hormuz,18,10,3,1,57,32,89,721766,350857,59227,5475,2858255,1137327,3995583,14497
2021-05-28,2021,5,28,chokepoint6,Strait of Hormuz,12,21,4,1,43,38,81,549607,739058,16223,0,1444820,1304889,2749709,14498
2021-05-29,2021,5,29,chokepoint6,Strait of Hormuz,13,18,2,3,60,36,96,388299,956805,8502,3526,2069954,1357135,3427090,14499
2021-05-30,2021,5,30,chokepoint6,Strait of Hormuz,10,14,1,1,60,26,86,512191,462758,0,5436,2854762,980386,3835149,14500
2021-05-31,2021,5,31,chokepoint6,Strait of Hormuz,16,16,5,0,54,37,91,552152,823415,25597,0,2701198,1401166,4102364,14501
2021-06-01,2021,6,1,chokepoint6,Strait of Hormuz,16,25,1,1,60,43,103,513669,829927,5676,0,3196673,1349273,4545946,14502
2021-06-02,2021,6,2,chokepoint6,Strait of Hormuz,14,9,3,2,58,28,86,452797,470390,6495,0,2251731,929683,3181415,14503
2021-06-03,2021,6,3,chokepoint6,Strait of Hormuz,14,13,3,3,62,33,95,304620,516152,11503,10895,2864141,843171,3707313,14504
2021-06-04,2021,6,4,chokepoint6,Strait of Hormuz,16,20,0,5,56,41,97,599203,479630,0,0,3133646,1078833,4212480,14505
2021-06-05,2021,6,5,chokepoint6,Strait of Hormuz,19,17,2,2,59,40,99,633070,608386,2306,0,3902291,1243762,5146053,14506
2021-06-06,2021,6,6,chokepoint6,Strait of Hormuz,16,22,1,2,45,41,86,639607,1035066,7799,0,1794116,1682473,3476590,14507
2021-06-07,2021,6,7,chokepoint6,Strait of Hormuz,14,9,1,1,61,25,86,302346,356757,1554,0,2747838,660658,3408497,14508
2021-06-08,2021,6,8,chokepoint6,Strait of Hormuz,10,12,1,2,59,25,84,312888,423087,1391,6032,3048615,743400,3792016,14509
2021-06-09,2021,6,9,chokepoint6,Strait of Hormuz,16,20,4,0,51,40,91,636363,750864,31208,0,2755056,1418435,4173492,14510
2021-06-10,2021,6,10,chokepoint6,Strait of Hormuz,16,24,5,3,46,48,94,488496,753145,29630,2374,2503403,1273645,3777048,14511
2021-06-11,2021,6,11,chokepoint6,Strait of Hormuz,13,17,4,1,62,35,97,522822,348768,12579,0,2595626,884170,3479796,14512
2021-06-12,2021,6,12,chokepoint6,Strait of Hormuz,21,18,5,1,49,45,94,698068,625383,37667,0,2443412,1361119,3804532,14513
2021-06-13,2021,6,13,chokepoint6,Strait of Hormuz,11,14,3,3,60,31,91,509996,485325,27157,0,2470478,1022479,3492957,14514
2021-06-14,2021,6,14,chokepoint6,Strait of Hormuz,15,16,3,2,48,36,84,593061,626758,13008,4311,3110138,1237140,4347278,14515
2021-06-15,2021,6,15,chokepoint6,Strait of Hormuz,14,17,4,1,50,36,86,340005,742879,14089,0,2399313,1096974,3496288,14516
2021-06-16,2021,6,16,chokepoint6,Strait of Hormuz,18,18,5,2,58,43,101,522225,583660,3537,3229,2510015,1112652,3622667,14517
2021-06-17,2021,6,17,chokepoint6,Strait of Hormuz,10,15,4,1,57,30,87,242863,682915,19708,3813,2796685,949301,3745986,14518
2021-06-18,2021,6,18,chokepoint6,Strait of Hormuz,15,10,2,1,72,28,100,566915,254569,18454,0,3631284,839939,4471223,14519
2021-06-19,2021,6,19,chokepoint6,Strait of Hormuz,17,16,0,1,51,34,85,525284,732510,0,0,2640046,1257795,3897841,14520
2021-06-20,2021,6,20,chokepoint6,Strait of Hormuz,12,15,7,2,51,36,87,431853,985011,40490,6223,2485052,1463578,3948631,14521
2021-06-21,2021,6,21,chokepoint6,Strait of Hormuz,9,16,2,0,60,27,87,269208,533027,11282,0,2933255,813518,3746774,14522
2021-06-22,2021,6,22,chokepoint6,Strait of Hormuz,15,14,4,1,61,34,95,512626,503773,28501,4452,2620362,1049354,3669716,14523
2021-06-23,2021,6,23,chokepoint6,Strait of Hormuz,16,16,2,6,58,40,98,640398,475969,11085,7724,3430487,1135177,4565664,14524
2021-06-24,2021,6,24,chokepoint6,Strait of Hormuz,15,12,2,3,53,32,85,238709,398289,11375,4406,2035783,652781,2688565,14525
2021-06-25,2021,6,25,chokepoint6,Strait of Hormuz,13,19,3,3,68,38,106,524595,642315,7665,1969,2951576,1176546,4128123,14526
2021-06-26,2021,6,26,chokepoint6,Strait of Hormuz,10,18,3,3,48,34,82,292368,913571,5184,2617,2143153,1213742,3356896,14527
2021-06-27,2021,6,27,chokepoint6,Strait of Hormuz,12,11,2,0,52,25,77,325431,223049,1318,0,3341456,549800,3891256,14528
2021-06-28,2021,6,28,chokepoint6,Strait of Hormuz,15,15,2,1,63,33,96,608283,722483,12314,5471,3803367,1348553,5151921,14529
2021-06-29,2021,6,29,chokepoint6,Strait of Hormuz,16,16,1,1,50,34,84,520231,406937,4947,0,2044900,932115,2977016,14530
2021-06-30,2021,6,30,chokepoint6,Strait of Hormuz,12,13,5,2,55,32,87,348975,363963,20527,10443,2295566,743910,3039477,14531
2021-07-01,2021,7,1,chokepoint6,Strait of Hormuz,18,15,6,2,57,41,98,565532,754763,22013,0,2193173,1342309,3535483,14532
2021-07-02,2021,7,2,chokepoint6,Strait of Hormuz,20,11,1,0,60,32,92,619088,179349,3297,0,2755884,801736,3557620,14533
2021-07-03,2021,7,3,chokepoint6,Strait of Hormuz,17,14,6,2,49,39,88,720541,346241,52722,0,3493237,1119504,4612742,14534
2021-07-04,2021,7,4,chokepoint6,Strait of Hormuz,10,16,3,3,48,32,80,233338,712694,42127,0,2443569,988160,3431730,14535
2021-07-05,2021,7,5,chokepoint6,Strait of Hormuz,13,17,3,2,57,35,92,226545,959368,15825,1643,2920577,1203382,4123960,14536
2021-07-06,2021,7,6,chokepoint6,Strait of Hormuz,11,16,3,2,47,32,79,452782,364154,21546,8150,1654350,846633,2500984,14537
2021-07-07,2021,7,7,chokepoint6,Strait of Hormuz,19,18,1,6,65,44,109,561210,551263,0,15303,4122708,1127777,5250485,14538
2021-07-08,2021,7,8,chokepoint6,Strait of Hormuz,13,15,2,1,49,31,80,238840,668750,18770,16573,2205451,942934,3148386,14539
2021-07-09,2021,7,9,chokepoint6,Strait of Hormuz,19,14,3,5,58,41,99,757886,578820,2428,0,2510217,1339134,3849352,14540
2021-07-10,2021,7,10,chokepoint6,Strait of Hormuz,10,11,5,1,54,27,81,415882,495237,38002,0,2272225,949121,3221346,14541
2021-07-11,2021,7,11,chokepoint6,Strait of Hormuz,7,9,2,2,61,20,81,156103,220255,21456,1125,2804233,398940,3203174,14542
2021-07-12,2021,7,12,chokepoint6,Strait of Hormuz,13,12,3,2,55,30,85,383128,221101,4433,9023,1885082,617686,2502769,14543
2021-07-13,2021,7,13,chokepoint6,Strait of Hormuz,15,17,2,0,45,34,79,524537,653790,3331,0,2733790,1181659,3915450,14544
